,department1,year,term,enrollment,name_key1,course_title,Course_Workload_Rating,Course_Overall_Rating
394,EXPOS,2011,fall,15.0,EXPOS 20.125,Expository Writing 20,2.2,3.9
395,EXPOS,2011,fall,15.0,EXPOS 20.126,Expository Writing 20,2.7,4.3
396,EXPOS,2011,fall,15.0,EXPOS 20.135,Expository Writing 20,2.5,4.5
397,EXPOS,2011,fall,15.0,EXPOS 20.142,Expository Writing 20,2.7,4.1
398,EXPOS,2011,fall,13.0,EXPOS 20.132,Expository Writing 20,2.0,3.8
399,EXPOS,2011,fall,13.0,EXPOS 20.131,Expository Writing 20,2.9,4.5
400,EXPOS,2011,fall,14.0,EXPOS 20.146,Expository Writing 20,2.1,3.5
401,EXPOS,2011,fall,16.0,EXPOS 20.147,Expository Writing 20,2.0,3.5
402,EXPOS,2011,fall,14.0,EXPOS 20.150,Expository Writing 20,2.1,2.9
403,EXPOS,2011,fall,15.0,EXPOS 20.151,Expository Writing 20,2.2,3.2
404,EXPOS,2011,fall,14.0,EXPOS 20.154,Expository Writing 20,2.1,3.7
405,EXPOS,2011,fall,15.0,EXPOS 20.155,Expository Writing 20,2.1,4.5
406,EXPOS,2011,fall,15.0,EXPOS 20.158,Expository Writing 20,2.4,3.8
407,EXPOS,2011,fall,28.0,EXPOS 40,Public Speaking Practicum,1.9,4.9
408,EXPOS,2011,fall,15.0,EXPOS 20.159,Expository Writing 20,2.2,3.8
429,FRSEMR,2011,fall,17.0,FRSEMR 21P,"Materials, Energy, and Society",1.2,4.1
430,FRSEMR,2011,fall,10.0,FRSEMR 21Y,The Art and Politics of Molecular Biology,1.1,4.4
431,FRSEMR,2011,fall,3.0,FRSEMR 22G,Plants and Climate Change,1.7,4.3
432,FRSEMR,2011,fall,14.0,FRSEMR 22I,The Science of Sailing,1.0,4.8
434,FRSEMR,2011,fall,9.0,FRSEMR 21S,Germs,1.4,4.2
435,FRSEMR,2011,fall,13.0,FRSEMR 21U,Calculating Pi,1.2,3.5
436,FRSEMR,2011,fall,15.0,FRSEMR 22M,The Human Brain,1.1,4.4
437,FRSEMR,2011,fall,5.0,FRSEMR 22U,E. coli in Motion,1.0,4.2
438,FRSEMR,2011,fall,19.0,FRSEMR 23M,Nutrition and Public Health,1.1,3.7
439,FRSEMR,2011,fall,13.0,FRSEMR 23N,Evolutionary Arms Races-From Genes to Societies,1.2,4.4
440,FRSEMR,2011,fall,9.0,FRSEMR 24E,The Physics and Applied Physics Freshman Research Laboratory,1.0,3.8
441,FRSEMR,2011,fall,15.0,FRSEMR 24G,A Brief History of Surgery,1.3,4.9
442,FRSEMR,2011,fall,11.0,FRSEMR 24N,Child Health in America,1.1,4.5
443,FRSEMR,2011,fall,6.0,FRSEMR 24P,Getting to Know Charles Darwin,1.5,4.7
444,FRSEMR,2011,fall,15.0,FRSEMR 25G,The Impact of Infectious Diseases on History and Society,1.1,4.1
445,FRSEMR,2011,fall,10.0,FRSEMR 25I,On the Witness Stand: Scientific Evidence in the American Courts,1.7,3.9
446,FRSEMR,2011,fall,15.0,FRSEMR 25K,You Are What You Eat,1.1,3.9
447,FRSEMR,2011,fall,9.0,FRSEMR 25U,The Atomic Nucleus on the World Stage,1.4,3.9
448,FRSEMR,2011,fall,10.0,FRSEMR 26V,Blood: From Gory to Glory,1.2,5.0
449,FRSEMR,2011,fall,5.0,FRSEMR 26X,The Burden of Cardiovascular Disease in the Developing World: A Silent Epidemic,1.2,4.0
450,FRSEMR,2011,fall,15.0,FRSEMR 26Y,"Science, History, and Theatre",2.7,3.9
451,FRSEMR,2011,fall,9.0,FRSEMR 26Z,What is Life?,1.1,4.7
452,FRSEMR,2011,fall,33.0,FRSEMR 27E,Big Ideas,1.4,4.7
453,FRSEMR,2011,fall,5.0,FRSEMR 30L,George Balanchine: Russian-American Master,1.4,4.4
454,FRSEMR,2011,fall,13.0,FRSEMR 25N,"Understanding Psychological Development, Disorder and Treatment: Learning through Literature and Re",1.7,4.6
455,FRSEMR,2011,fall,14.0,FRSEMR 25W,"Responsibility, the Brain, and Behavior",1.8,4.4
456,FRSEMR,2011,fall,11.0,FRSEMR 26U,What is Mental Illness?,1.0,4.5
457,FRSEMR,2011,fall,6.0,FRSEMR 30N,Uncle Tom's Cabin and Moby Dick,2.3,4.3
458,FRSEMR,2011,fall,6.0,FRSEMR 31G,"The Pleasures of Japanese Poetry: Reading, Writing, and Translation",1.8,4.2
459,FRSEMR,2011,fall,7.0,FRSEMR 31J,Skepticism and Knowledge,1.6,3.3
460,FRSEMR,2011,fall,12.0,FRSEMR 31N,Beauty and Christianity,1.5,3.7
461,FRSEMR,2011,fall,11.0,FRSEMR 32N,What Does It Mean?: An Introduction to Humanist Inquiry,1.4,5.0
462,FRSEMR,2011,fall,11.0,FRSEMR 33O,Animation--Getting Your Hands On Time,2.2,4.8
463,FRSEMR,2011,fall,12.0,FRSEMR 33Q,Global Pop Music,1.8,3.6
464,FRSEMR,2011,fall,6.0,FRSEMR 33V,"Buddhist Visualization in a Chinese Cave: Body, Time, and Cosmos",1.0,3.0
465,FRSEMR,2011,fall,12.0,FRSEMR 31V,The Beasts of Antiquity and Their Natural History,1.5,5.0
466,FRSEMR,2011,fall,13.0,FRSEMR 33X,Complexity in Works of Art: Ulysses and Hamlet,2.4,4.9
467,FRSEMR,2011,fall,13.0,FRSEMR 34I,Girl Talk: Reflections on Gender and Youth in America,1.5,4.8
468,FRSEMR,2011,fall,10.0,FRSEMR 35E,What is Beauty?,1.1,3.7
469,FRSEMR,2011,fall,14.0,FRSEMR 34X,Language and Prehistory,1.7,3.9
470,FRSEMR,2011,fall,10.0,FRSEMR 34G,Renaissance Art and Science at the Harvard Art Museums: An Exhibition and Its Making,1.2,4.4
471,FRSEMR,2011,fall,7.0,FRSEMR 35P,Stories of Addiction,1.3,4.1
472,FRSEMR,2011,fall,2.0,FRSEMR 36S,Comparative Historical Mythology,1.0,5.0
473,FRSEMR,2011,fall,5.0,FRSEMR 36T,"Gods, Myths, and Rituals: Polytheism in Ancient Greece",1.2,3.4
474,FRSEMR,2011,fall,8.0,FRSEMR 37G,Improvisational Theory and Practice,1.2,4.8
475,FRSEMR,2011,fall,14.0,FRSEMR 35N,The Art and Craft of Acting,1.4,4.9
476,FRSEMR,2011,fall,3.0,FRSEMR 37Q,Great Jewish Books,2.0,5.0
477,FRSEMR,2011,fall,7.0,FRSEMR 37X,The Poetry of Emily Dickinson,1.4,4.0
478,FRSEMR,2011,fall,12.0,FRSEMR 36G,The Creative Work of Translating,1.9,4.3
479,FRSEMR,2011,fall,5.0,FRSEMR 36N,Dickens in America,1.8,5.0
480,FRSEMR,2011,fall,12.0,FRSEMR 37M,American Dissent,1.9,3.7
481,FRSEMR,2011,fall,12.0,FRSEMR 38K,Cinema in Theory and Practice,1.1,3.4
482,FRSEMR,2011,fall,11.0,FRSEMR 38L,"Introduction to Literary Theory and Cultural Studies, or How To Read Like a College Professor",1.8,4.5
483,FRSEMR,2011,fall,5.0,FRSEMR 38W,Narratives of Conflict and Revolution in 20th Century Ireland,1.5,4.0
484,FRSEMR,2011,fall,12.0,FRSEMR 42V,Human Rights Between Rhetoric and Reality,1.9,4.2
485,FRSEMR,2011,fall,13.0,FRSEMR 43E,Mind-Body Problems,1.2,4.6
486,FRSEMR,2011,fall,7.0,FRSEMR 43K,American Bodies,2.0,4.5
487,FRSEMR,2011,fall,10.0,FRSEMR 43L,Happiness in Philosophy and Psychoanalysis,1.3,3.8
488,FRSEMR,2011,fall,15.0,FRSEMR 43M,Psychology of Religion,1.7,4.1
489,FRSEMR,2011,fall,14.0,FRSEMR 43S,"Gender, Race, and Ethics in the 21st Century",1.4,4.3
490,FRSEMR,2011,fall,16.0,FRSEMR 43Y,Where Does Your Morality Come From?,1.4,4.8
491,FRSEMR,2011,fall,15.0,FRSEMR 43Z,Cyberspace in Court: Law of the Internet,1.1,4.2
492,FRSEMR,2011,fall,8.0,FRSEMR 44G,Public Policy Approaches to Global Climate Change,1.0,3.3
493,FRSEMR,2011,fall,9.0,FRSEMR 44S,Neanderthals and Human Evolutionary Theory,1.2,4.0
494,FRSEMR,2011,fall,7.0,FRSEMR 44T,The Atomic Bomb in History and Culture,1.9,4.6
495,FRSEMR,2011,fall,13.0,FRSEMR 45M,The Concept of Race in Science and Medicine in the United States,1.2,4.3
496,FRSEMR,2011,fall,5.0,FRSEMR 42Q,Cosmopolitanism and Globalization: A Latin American Perspective,1.0,4.6
497,FRSEMR,2011,fall,15.0,FRSEMR 41P,American Presidential Campaigns and Elections 1960-2012,1.1,4.5
498,FRSEMR,2011,fall,14.0,FRSEMR 42U,The Laws of War and the War on Terrorism,1.3,4.8
499,FRSEMR,2011,fall,6.0,FRSEMR 45N,"The Normans in European History: Vikings, Normans, Norman Conquests, and Achievements, 850-1204",1.7,4.2
500,FRSEMR,2011,fall,7.0,FRSEMR 46E,The Germans and Their History,1.0,3.6
501,FRSEMR,2011,fall,16.0,FRSEMR 46P,"Human Rights Violations in the 21st Century; Issues of Law, Gender, and Displacement",1.9,3.9
502,FRSEMR,2011,fall,10.0,FRSEMR 47G,Science Fiction: How We Imagine the Posthuman,1.5,3.1
503,FRSEMR,2011,fall,7.0,FRSEMR 47J,Mapping the British Empire,1.3,4.4
504,FRSEMR,2011,fall,14.0,FRSEMR 47M,Nationalism and the Modern World,1.7,4.3
505,FRSEMR,2011,fall,12.0,FRSEMR 47W,"Fantastic Cities: Urban Landscapes as Filtered through Memory, Imagination, and Dreams",1.6,3.3
506,FRSEMR,2011,fall,6.0,FRSEMR 48G,Fascism From Mussolini to Today,1.0,4.0
507,FRSEMR,2011,fall,10.0,FRSEMR 48K,Political Legitimacy and Resistance: What Happened in Montaigne's Library on the Night of October 2,1.3,4.1
508,FRSEMR,2011,fall,9.0,FRSEMR 46X,"American Apartheids? The Social Dynamics of Ghettoes, Enclaves and Ethnoburbs",2.1,4.2
509,FRSEMR,2011,fall,12.0,FRSEMR 49N,Measurements of the Mind: The Creation and Critique of the Psychological Test,1.1,3.8
510,FRSEMR,2011,fall,14.0,FRSEMR 49P,"What If? Alice in Wonderland, Peter Pan, and the Literary Culture of Childhood",1.5,4.8
511,FRSEMR,2011,fall,12.0,FRSEMR 46Y,"Bodies for Sale: Global Traffic in Human Beings, from Forced Labor to Stolen Cells",1.7,3.7
512,FRSEMR,2011,fall,13.0,FRSEMR 49Y,Amateur Athletics,1.5,4.0
513,FRSEMR,2011,fall,15.0,FRSEMR 46T,Rebels With a Cause: Tiananmen in History and Memory,1.2,4.3
514,FRSEMR,2011,fall,4.0,FRSEMR 48W,Post Traumatic Stress Disorder: A Historical Encounter,1.2,4.2
531,GOV,2011,fall,4.0,GOV 1000,Quantitative Methods for Political Science I,3.0,3.7
532,GOV,2011,fall,11.0,GOV 1008,Introduction to Geographical Information Systems,2.9,4.4
533,GOV,2011,fall,8.0,GOV 1010,Survey Research Methods,2.3,4.0
534,GOV,2011,fall,16.0,GOV 1060,Ancient and Medieval Political Philosophy,2.9,4.0
535,GOV,2011,fall,69.0,GOV 1072,Moral Issues in Contemporary Politics,1.9,4.3
536,GOV,2011,fall,55.0,GOV 1100,Political Economy of Development,2.0,3.7
537,GOV,2011,fall,20.0,GOV 1207,Comparative Politics of the Middle East,1.8,3.7
538,GOV,2011,fall,19.0,GOV 1243,Russian Politics in Transition,2.1,4.1
539,GOV,2011,fall,57.0,GOV 1255,The Politics of India,1.9,4.3
540,GOV,2011,fall,72.0,GOV 1280,Government and Politics of China,1.9,4.0
541,GOV,2011,fall,23.0,GOV 1291,The Politics of Social Policy in Brazil,2.0,4.0
542,GOV,2011,fall,26.0,GOV 1368,The Politics of American Education,1.8,3.4
543,GOV,2011,fall,189.0,GOV 1510,American Constitutional Law,2.4,4.4
544,GOV,2011,fall,16.0,GOV 1796,"Central Challenges of American National Security, Strategy, and the Press",2.9,4.6
545,GOV,2011,fall,25.0,GOV 2000,Introduction to Quantitative Methods I,3.6,4.0
546,GOV,2011,fall,37.0,GOV 1730,War and Politics,2.9,4.7
547,GOV,2011,fall,40.0,GOV 1760,International Relations of East Asia,2.4,4.4
548,GOV,2011,fall,2.0,GOV 2000E,Introduction to Quantitative Methods I,3.0,4.0
549,GOV,2011,fall,14.0,GOV 2002,Topics in Quantitative Methods,2.7,3.8
550,GOV,2011,fall,6.0,GOV 2005,Formal Political Theory I,2.8,3.8
551,GOV,2011,fall,10.0,GOV 2010,Strategies for Political Inquiry,2.6,4.3
552,GOV,2011,fall,6.0,GOV 2034,"Ethics Economics, and Law",2.3,4.5
553,GOV,2011,fall,8.0,GOV 2080,Topics in Political Philosophy,2.2,4.6
554,GOV,2011,fall,12.0,GOV 2088,Ethical Foundations of Political Thought,2.8,4.7
555,GOV,2011,fall,348.0,GOV 20,Foundations of Comparative Politics,2.5,4.4
556,GOV,2011,fall,7.0,GOV 2131,Comparative Politics of Latin America,3.2,4.6
557,GOV,2011,fall,6.0,GOV 2148,"Civil Society, West and East",3.2,4.8
558,GOV,2011,fall,6.0,GOV 2176,Varieties of Capitalism and Social Inequality,3.8,4.8
559,GOV,2011,fall,13.0,GOV 2284,Chinese Authors on Chinese Politics,2.6,4.8
560,GOV,2011,fall,15.0,GOV 2305,American Government and Politics: Field Seminar,3.0,4.3
561,GOV,2011,fall,14.0,GOV 2340A,Proseminar on Inequality and Social Policy I,3.1,4.3
562,GOV,2011,fall,12.0,GOV 2473,Parties and Interest Groups in the U.S.,2.5,4.1
563,GOV,2011,fall,18.0,GOV 2755,International Political Economy,2.6,3.6
564,GOV,2011,fall,9.0,GOV 2791,Comparative Foreign and Security Policy,2.7,4.6
565,GOV,2011,fall,24.0,GOV 3001,Approaches to the Study of Politics,1.3,2.9
566,GOV,2011,fall,15.0,GOV 3005,Research Workshop in International Relations,1.0,3.8
567,GOV,2011,fall,39.0,GOV 50,Introduction to Political Science Research Methods,1.5,3.1
568,GOV,2011,fall,12.0,GOV 90A,Contemporary British Politics: Seminar,2.9,4.5
569,GOV,2011,fall,12.0,GOV 90OF,Law and Politics in Multicultural Democracies,2.4,4.1
570,GOV,2011,fall,18.0,GOV 90PS,"The Police State: Power, Politics, and Authority",1.7,4.5
571,GOV,2011,fall,10.0,GOV 90SB,Public Law and American Democracy,2.1,4.5
572,GOV,2011,fall,5.0,GOV 90TI,Adorno,2.2,3.0
573,GOV,2011,fall,7.0,GOV 90VM,Democratic Theory and Electoral Law,2.1,4.1
574,GOV,2011,fall,9.0,GOV 98AU,Political Economy,2.5,4.8
575,GOV,2011,fall,10.0,GOV 98DN,Mapping Social and Environmental Space,2.9,4.1
576,GOV,2011,fall,5.0,GOV 98DZ,Is Democracy Possible Everywhere?,2.4,5.0
577,GOV,2011,fall,13.0,GOV 98EJ,Comparing India and China: An Examination of State-Society Relations,3.0,4.5
578,GOV,2011,fall,11.0,GOV 98EK,Globalization and Private Governance,2.1,5.0
579,GOV,2011,fall,7.0,GOV 98FG,"Presidents, Governors, and Mayors: Chief Executive Power in Comparative Perspective",4.4,4.7
580,GOV,2011,fall,5.0,GOV 98GL,"Inhuman Wrongs: Crimes Against Humanity in Theory, Politics, and Law",3.0,4.8
581,GOV,2011,fall,9.0,GOV 98MG,The Politics of Migration,2.6,4.9
582,GOV,2011,fall,13.0,GOV 98OA,Inequality and American Democracy,2.7,4.6
583,GOV,2011,fall,9.0,GOV 98SL,Cycles of War and Peace,2.8,4.8
584,GOV,2011,fall,7.0,GOV 98VG,Topics in Recent Political Theory,2.6,3.4
617,HIST,2011,fall,10.0,HIST 1044,Sacred and Secular Power in Medieval Europe,2.1,4.1
618,HIST,2011,fall,10.0,HIST 1151,"Culture and Society in Early Modern France, 1500-1715",1.9,4.6
619,HIST,2011,fall,2.0,HIST 1214,"Encountering of the Other: The Expansion of the Christian West, 1650-1830",3.0,5.0
620,HIST,2011,fall,45.0,HIST 1224,"Britain since 1760: Island, Europe, Empire",2.0,4.3
623,HIST,2011,fall,17.0,HIST 1040,The Fall of the Roman Empire,2.3,4.4
624,HIST,2011,fall,58.0,HIST 1300,Western Intellectual History: Greco-Roman Antiquity,2.4,4.1
625,HIST,2011,fall,61.0,HIST 1330,Social Thought in Modern America,3.1,4.1
626,HIST,2011,fall,13.0,HIST 1415,The Nine Lives of Benjamin Franklin: Conference Course,1.9,4.6
627,HIST,2011,fall,144.0,HIST 1465,The United States in the World since 1900,2.0,3.9
628,HIST,2011,fall,3.0,HIST 1619,Premodern Vietnam,2.3,3.7
629,HIST,2011,fall,57.0,HIST 1627,"China in the Wider World, 1600-2000",2.0,4.1
630,HIST,2011,fall,12.0,HIST 1700,The History of Sub-Saharan Africa to 1860,2.7,4.6
631,HIST,2011,fall,10.0,HIST 1877B,"History of the Near East, 1055-1500: Conference Course",2.4,4.1
632,HIST,2011,fall,19.0,HIST 1878A,Ottoman State and Society I (1300-1550),1.9,4.6
633,HIST,2011,fall,26.0,HIST 1891,Understanding the Middle East since 1945: The Basic Socio-Economic and Political Structures,2.2,4.0
634,HIST,2011,fall,7.0,HIST 1963,America and Vietnam: 1945-1975,2.5,4.0
635,HIST,2011,fall,60.0,HIST 1967,An Introduction to the History of Economic Thought,1.8,4.2
636,HIST,2011,fall,13.0,HIST 2260,Central Europe: Seminar,3.5,4.4
637,HIST,2011,fall,3.0,HIST 2265,Problems and Sources in Modern German History: Seminar,3.3,4.7
638,HIST,2011,fall,14.0,HIST 2270HF,Informing Eurasia: Seminar,1.6,3.6
639,HIST,2011,fall,13.0,HIST 2320HF,Foundations of Modern European Intellectual History: Seminar,3.4,4.8
640,HIST,2011,fall,22.0,HIST 2331,Adam Smith: Philosophy and Political Economy: Seminar,2.9,4.1
641,HIST,2011,fall,6.0,HIST 2340HF,Readings in American Intellectual History,3.7,4.3
642,HIST,2011,fall,5.0,HIST 2341HF,American Intellectual History: Seminar,4.3,4.7
643,HIST,2011,fall,3.0,HIST 2402,American Food: Seminar,2.0,5.0
644,HIST,2011,fall,19.0,HIST 2442,Readings in the History of the U.S. in the 19th Century: Proseminar,4.0,4.5
645,HIST,2011,fall,6.0,HIST 2455,Forced to be Free: Americans as Occupiers (Graduate Seminar in General Education),3.2,4.4
646,HIST,2011,fall,8.0,HIST 2457,History of Capitalism: Seminar,3.2,3.9
647,HIST,2011,fall,8.0,HIST 2461,The US in the 20th Century: Seminar,3.9,4.9
648,HIST,2011,fall,3.0,HIST 2494,Power and Protest: The 1960s Globally (Graduate Seminar in General Education),3.0,5.0
649,HIST,2011,fall,5.0,HIST 2653,Historiography of Modern Japan: Proseminar,4.0,4.6
650,HIST,2011,fall,10.0,HIST 2623,Readings in Modern Chinese History: Proseminar,3.3,5.0
651,HIST,2011,fall,5.0,HIST 2886,Topics in Islamic History: Seminar,1.8,4.0
652,HIST,2011,fall,4.0,HIST 2921,Western Ascendancy: Historiography and Pedagogy: Seminar,2.3,5.0
653,HIST,2011,fall,15.0,HIST 3920HF,Colloquium on Teaching Practices,1.0,4.2
654,HIST,2011,fall,12.0,HIST 72K,The Worlds of Joseph Conrad,2.5,4.0
655,HIST,2011,fall,24.0,HIST 3900,Writing History: Approaches and Practices,2.6,2.9
656,HIST,2011,fall,10.0,HIST 70I,Problems in Medieval History,2.7,4.3
657,HIST,2011,fall,16.0,HIST 71B,"The European Renaissance and Reformation, 1350-1650",1.4,3.4
658,HIST,2011,fall,10.0,HIST 75C,Readings on Modern Latin American History,2.3,3.9
659,HIST,2011,fall,13.0,HIST 79E,Commodities in International History,2.8,4.8
660,HIST,2011,fall,11.0,HIST 79I,Breaking Headlines: The History of News (with Heidi Tworek),2.4,4.5
661,HIST,2011,fall,1.0,HIST 81I,Holland in the Age of Rembrandt,2.0,5.0
662,HIST,2011,fall,7.0,HIST 81J,What Was an Early Modern Author?,2.7,4.7
663,HIST,2011,fall,11.0,HIST 76A,Japanese Imperialism and the East Asian Modern,2.2,4.7
664,HIST,2011,fall,8.0,HIST 82C,Vichy France,2.2,4.8
665,HIST,2011,fall,15.0,HIST 74U,"The American Republic: From Revolution to the ""Age of Jackson""",2.4,4.3
666,HIST,2011,fall,6.0,HIST 78A,"The Middle East during the First Wave of Modern Globalization, 1870-1925",3.3,3.8
667,HIST,2011,fall,5.0,HIST 82L,The French Revolution,2.2,4.0
668,HIST,2011,fall,6.0,HIST 84H,The Northern Side of the Civil Rights Movement,2.7,4.7
669,HIST,2011,fall,7.0,HIST 84I,"Secularization in Europe and the United States, c. 1780-2000",2.4,4.4
670,HIST,2011,fall,5.0,HIST 84M,The New Deal: The United States during the Roosevelt Years,3.0,4.0
671,HIST,2011,fall,2.0,HIST 86F,Tagore and his Times,3.0,5.0
672,HIST,2011,fall,0.0,HIST 87A,"Health, Disease, and Ecology in African History",,
684,HISTSCI,2011,fall,68.0,HISTSCI 100,Knowing the World: An Introduction to the History of Science,1.8,3.1
685,HISTSCI,2011,fall,111.0,HISTSCI 108,"Bodies, Sexualities, and Medicine in the Medieval Middle East",1.5,3.7
686,HISTSCI,2011,fall,18.0,HISTSCI 145,Medicine and Deviance: Conference Course,2.2,4.4
687,HISTSCI,2011,fall,26.0,HISTSCI 150,History of the Human Sciences,1.7,4.0
688,HISTSCI,2011,fall,7.0,HISTSCI 152,Filming Science,4.0,5.0
689,HISTSCI,2011,fall,13.0,HISTSCI 153,History of Dietetics,1.7,4.4
690,HISTSCI,2011,fall,6.0,HISTSCI 165,Rethinking the Scientific Revolution,2.4,4.6
691,HISTSCI,2011,fall,9.0,HISTSCI 191,Brave New World? Scientific and Technological Visions of Utopia and Dystopia in Russia and the Sovie,1.7,4.6
692,HISTSCI,2011,fall,14.0,HISTSCI 212,"The Sciences of Life, Medicine and the Body in Medieval and Renaissance Europe",3.4,5.0
693,HISTSCI,2011,fall,12.0,HISTSCI 243,The Making of Modern Medicine: Seminar,2.5,4.5
694,HISTSCI,2011,fall,19.0,HISTSCI 247,Current Issues in the History of Medicine: Seminar,2.8,4.4
695,HISTSCI,2011,fall,5.0,HISTSCI 259,The History of the History of Science,2.4,4.4
696,HISTSCI,2011,fall,9.0,HISTSCI 285A,"Science, Power and Politics I",3.4,4.4
697,HISTSCI,2011,fall,8.0,HISTSCI 310HF,History of Science Salon,1.2,4.0
698,HISTSCI,2011,fall,45.0,HISTSCI 98,Tutorial - Junior Year,3.1,3.8
744,LIFESCI,2011,fall,15.0,LIFESCI 100,Experimental Research in the Life Sciences,2.6,4.4
747,LIFESCI,2011,fall,496.0,LIFESCI 1A,"An Integrated Introduction to the Life Sciences: Chemistry, Molecular Biology, and Cell Biology",2.3,3.4
748,LIFESCI,2011,fall,193.0,LIFESCI 2,Evolutionary Human Physiology and Anatomy,2.7,4.2
771,MATH,2011,fall,8.0,MATH 101,"Sets, Groups and Topology",3.3,4.0
772,MATH,2011,fall,13.0,MATH 114,"Analysis II: Measure, Integration and Banach Spaces",3.4,4.3
773,MATH,2011,fall,14.0,MATH 116,Convexity and Optimization with Applications,3.2,4.1
774,MATH,2011,fall,6.0,MATH 118R,Dynamical Systems,3.0,4.0
775,MATH,2011,fall,10.0,MATH 121,Linear Algebra and Applications,3.6,3.8
776,MATH,2011,fall,53.0,MATH 122,Algebra I: Theory of Groups and Vector Spaces,3.2,3.7
777,MATH,2011,fall,9.0,MATH 124,Number Theory,2.8,4.5
778,MATH,2011,fall,21.0,MATH 131,Topology I: Topological Spaces and the Fundamental Group,3.6,3.9
779,MATH,2011,fall,13.0,MATH 141,Introduction to Mathematical Logic,1.6,3.8
780,MATH,2011,fall,5.0,MATH 152,Discrete Mathematics,3.0,4.8
781,MATH,2011,fall,32.0,MATH 153,Mathematical Biology-Evolutionary Dynamics,2.5,4.3
782,MATH,2011,fall,7.0,MATH 155R,Combinatorics,2.7,4.8
783,MATH,2011,fall,44.0,MATH 19A,Modeling and Differential Equations for the Life Sciences,2.6,4.1
784,MATH,2011,fall,194.0,MATH 1A,Introduction to Calculus,2.8,3.5
785,MATH,2011,fall,236.0,MATH 1B,"Calculus, Series, and Differential Equations",3.2,3.6
786,MATH,2011,fall,49.0,MATH 20,Algebra and Multivariable Mathematics for Social Sciences,2.5,3.4
787,MATH,2011,fall,11.0,MATH 212A,Real Analysis,1.9,3.4
788,MATH,2011,fall,28.0,MATH 213A,Complex Analysis,3.2,4.7
789,MATH,2011,fall,230.0,MATH 21A,Multivariable Calculus,2.7,3.6
790,MATH,2011,fall,56.0,MATH 21B,Linear Algebra and Differential Equations,3.1,4.2
791,MATH,2011,fall,5.0,MATH 230A,Differential Geometry,1.3,3.3
792,MATH,2011,fall,28.0,MATH 231A,Algebraic Topology,2.8,4.3
793,MATH,2011,fall,11.0,MATH 232A,Introduction to Algebraic Geometry I,4.0,3.9
794,MATH,2011,fall,8.0,MATH 233A,Theory of Schemes I,3.7,4.0
795,MATH,2011,fall,78.0,MATH 23A,Linear Algebra and Real Analysis I,3.0,3.6
796,MATH,2011,fall,15.0,MATH 254Y,Geometry with Valuations,1.0,4.0
797,MATH,2011,fall,36.0,MATH 25A,Honors Linear Algebra and Real Analysis I,3.4,4.2
798,MATH,2011,fall,19.0,MATH 261Y,von Neumann Algebras,1.0,4.7
799,MATH,2011,fall,20.0,MATH 262Y,Perverse Sheaves in Representation Theory,2.3,4.0
800,MATH,2011,fall,14.0,MATH 265Y,Topics in the Moduli Theory of Sheaves,2.0,4.3
801,MATH,2011,fall,13.0,MATH 270,Advanced Probability Theory,3.3,4.8
802,MATH,2011,fall,22.0,MATH 285X,Representations of Reductive Groups over Local Non-Archimedian Fields,1.7,4.0
803,MATH,2011,fall,35.0,MATH 287Y,Geometry of Algebraic Curves,2.6,5.0
804,MATH,2011,fall,21.0,MATH 289X,Equivariant Stable Homotopy Theory,1.5,4.2
805,MATH,2011,fall,18.0,MATH 55A,Honors Abstract Algebra,4.9,4.3
806,MATH,2011,fall,76.0,MATH MA,Introduction to Functions and Calculus I,2.7,3.8
810,MCB,2011,fall,40.0,MCB 115,Cellular Basis of Neuronal Function,2.0,3.0
811,MCB,2011,fall,8.0,MCB 118,From Egg to Embryo to Organ,1.9,3.8
812,MCB,2011,fall,16.0,MCB 129,Molecular Genetics of Neural Development and Behavior,1.7,4.0
813,MCB,2011,fall,8.0,MCB 142,Major Advances in Classical and Molecular Genetics,2.0,4.7
814,MCB,2011,fall,26.0,MCB 145,Neurobiology of Perception and Decision Making,2.0,4.2
815,MCB,2011,fall,34.0,MCB 169,Molecular and Cellular Immunology,2.5,4.5
816,MCB,2011,fall,15.0,MCB 176,Biochemistry of Membranes,2.2,4.0
817,MCB,2011,fall,12.0,MCB 186,Circadian Biology: From Cellular Oscillators to Sleep Regulation,1.9,4.6
818,MCB,2011,fall,14.0,MCB 208,Talking about Science,1.3,4.2
