Course,term,year,department,Enrollment,Workload,Overall
ENGLISH 181A: Introduction to Asian American Literature,fall,2011,ENGLISH,7,1.7,4.6
ENGLISH 220GE: Shakespeare's Creative Development (Graduate Seminar in General Education): Graduate Seminar,fall,2011,ENGLISH,4,2.7,3.0
ENGLISH 222: Renaissance Life Studies: Graduate Seminar,fall,2011,ENGLISH,8,2.8,5.0
ENGLISH 242: Restoration and 18th-Century Texts: Graduate Seminar,fall,2011,ENGLISH,10,3.7,3.6
ENGLISH 264X: Sensation and Moral Action in Thomas Hardy: Graduate Seminar,fall,2011,ENGLISH,11,3.0,4.5
ENGLISH 272: 19th-Century American Fiction,fall,2011,ENGLISH,8,3.1,4.4
ENGLISH 294: Realism and Naturalism: Graduate Seminar,fall,2011,ENGLISH,6,3.0,4.6
ENGLISH 297A: Machine Art: Graduate Seminar,fall,2011,ENGLISH,8,2.6,4.2
ENGLISH 350: Teaching Colloquium,fall,2011,ENGLISH,6,1.0,4.3
ENGLISH 41: Arrivals,fall,2011,ENGLISH,31,2.2,4.4
ENGLISH 42: Arrivals,fall,2011,ENGLISH,31,2.5,3.9
"ENGLISH 50: Poets: Ode, Elegy, Epigram, Fragment, Song",fall,2011,ENGLISH,23,1.9,4.0
ENGLISH 56: Narrative Poetry,fall,2011,ENGLISH,21,2.6,4.2
ENGLISH 63: Diffusions: The Global Bildungsrom,fall,2011,ENGLISH,28,2.6,4.3
ENGLISH 90CA: Set in Motion: Contemporary American Literature: Seminar,fall,2011,ENGLISH,16,2.7,4.1
ENGLISH 90EP: The English Epic,fall,2011,ENGLISH,6,2.5,4.2
ENGLISH 90HB: Four Shakespeare Plays: Seminar,fall,2011,ENGLISH,8,2.0,3.9
ENGLISH 90LM: Literature of Mourning: Seminar,fall,2011,ENGLISH,6,2.3,3.3
ENGLISH 90LV: Consciousness from Austen to Woolf: Seminar,fall,2011,ENGLISH,26,2.1,4.5
"ENGLISH 90PF: Poets: Ballads, Sonnets, Literary History, and Poetic Form",fall,2011,ENGLISH,11,2.6,4.6
ENGLISH 90PY: The Poetry of W.B. Yeats: Seminar,fall,2011,ENGLISH,13,2.2,4.3
ENGLISH 90WE: David Foster Wallace & Environs: Seminar,fall,2011,ENGLISH,17,3.4,4.5
ENGLISH 98R: Tutorial - Junior Year,fall,2011,ENGLISH,19,3.1,4.8
ENGLISH CASR: Playwriting: Adaptation for the Stage,fall,2011,ENGLISH,8,2.1,4.1
ENGLISH CBBR: Poetry Workshop,fall,2011,ENGLISH,9,1.9,4.4
ENGLISH CHCR: Poetry Workshop,fall,2011,ENGLISH,9,2.3,4.2
ENGLISH CLR: Dramatic Screenwriting I,fall,2011,ENGLISH,24,2.3,4.7
ENGLISH CNFR: Introduction to Creative Nonfiction,fall,2011,ENGLISH,11,1.9,4.9
ENGLISH CNNR: Advanced Creative Nonfiction,fall,2011,ENGLISH,10,2.4,4.5
ENGLISH CRR: Fiction Writing,fall,2011,ENGLISH,12,2.1,5.0
ENGLISH CWAR: Advanced Fiction Workshop,fall,2011,ENGLISH,11,2.4,4.7
ENGLISH CWFR: Introductory Fiction Workshop,fall,2011,ENGLISH,12,2.1,4.7
ESPP 78: Environmental Politics,fall,2011,ESPP,55,2.9,3.8
"ESPP 90A: Energy, Technology, and the Environment",fall,2011,ESPP,16,1.6,3.9
ESPP 90J: Environmental Crises and Population Flight,fall,2011,ESPP,6,2.2,4.8
"ESPP 90P: Biotechnology, Sustainability and Public Policy",fall,2011,ESPP,7,1.8,4.7
ESPP 90U: The Impact of Climate Change on the Global Food System,fall,2011,ESPP,14,1.7,4.7
"ETHRSON 13: Self, Freedom, and Existence",fall,2011,ETHRSON,36,1.9,3.6
"ETHRSON 15: If There is No God, All is Permitted: Theism and Moral Reasoning",fall,2011,ETHRSON,31,2.2,3.5
ETHRSON 28: Moral Inquiry in the Novels of Tolstoy and Dostoevsky,fall,2011,ETHRSON,74,2.6,3.7
ETHRSON 30: The Just World,fall,2011,ETHRSON,112,1.9,3.8
EXPOS 10.001: Introduction to Expository Writing,fall,2011,EXPOS,10,1.9,4.2
EXPOS 10.002: Introduction to Expository Writing,fall,2011,EXPOS,7,2.3,4.0
EXPOS 10.003: Introduction to Expository Writing,fall,2011,EXPOS,9,1.9,4.6
EXPOS 10.004: Introduction to Expository Writing,fall,2011,EXPOS,9,1.9,4.7
EXPOS 10.005: Introduction to Expository Writing,fall,2011,EXPOS,10,2.4,4.2
EXPOS 10.006: Introduction to Expository Writing,fall,2011,EXPOS,10,2.4,4.2
EXPOS 10.007: Introduction to Expository Writing,fall,2011,EXPOS,10,1.8,4.3
EXPOS 10.008: Introduction to Expository Writing,fall,2011,EXPOS,10,1.5,4.9
EXPOS 10.009: Introduction to Expository Writing,fall,2011,EXPOS,10,1.9,4.7
EXPOS 10.010: Introduction to Expository Writing,fall,2011,EXPOS,10,2.1,4.4
EXPOS 10.011: Introduction to Expository Writing,fall,2011,EXPOS,10,1.9,4.3
EXPOS 10.012: Introduction to Expository Writing,fall,2011,EXPOS,10,1.9,4.3
EXPOS 10.013: Introduction to Expository Writing,fall,2011,EXPOS,10,1.9,3.8
EXPOS 10.014: Introduction to Expository Writing,fall,2011,EXPOS,10,1.8,4.6
EXPOS 10.015: Introduction to Expository Writing,fall,2011,EXPOS,10,2.0,4.6
EXPOS 10.016: Introduction to Expository Writing,fall,2011,EXPOS,10,1.8,4.6
EXPOS 20.001: Expository Writing 20,fall,2011,EXPOS,15,2.3,4.2
EXPOS 20.002: Expository Writing 20,fall,2011,EXPOS,14,2.2,3.9
EXPOS 20.005: Expository Writing 20,fall,2011,EXPOS,15,2.0,4.0
EXPOS 20.012: Expository Writing 20,fall,2011,EXPOS,15,2.3,4.3
EXPOS 20.041: Expository Writing 20,fall,2011,EXPOS,15,2.3,4.5
EXPOS 20.042: Expository Writing 20,fall,2011,EXPOS,15,2.1,4.3
EXPOS 20.046: Expository Writing 20,fall,2011,EXPOS,16,1.9,4.2
EXPOS 20.047: Expository Writing 20,fall,2011,EXPOS,13,2.3,4.7
EXPOS 20.050: Expository Writing 20,fall,2011,EXPOS,15,1.5,4.1
EXPOS 20.063: Expository Writing 20,fall,2011,EXPOS,15,2.6,3.9
EXPOS 20.066: Expository Writing 20,fall,2011,EXPOS,15,1.8,3.7
EXPOS 20.067: Expository Writing 20,fall,2011,EXPOS,15,2.3,4.4
EXPOS 20.070: Expository Writing 20,fall,2011,EXPOS,14,2.3,4.6
EXPOS 20.071: Expository Writing 20,fall,2011,EXPOS,15,2.0,4.4
EXPOS 20.079: Expository Writing 20,fall,2011,EXPOS,15,2.1,4.2
EXPOS 20.080: Expository Writing 20,fall,2011,EXPOS,14,2.0,4.1
EXPOS 20.084: Expository Writing 20,fall,2011,EXPOS,12,1.7,3.8
EXPOS 20.085: Expository Writing 20,fall,2011,EXPOS,15,2.3,3.9
EXPOS 20.087: Expository Writing 20,fall,2011,EXPOS,15,1.3,4.5
EXPOS 20.088: Expository Writing 20,fall,2011,EXPOS,15,2.2,3.8
EXPOS 20.093: Expository Writing 20,fall,2011,EXPOS,15,2.4,3.8
EXPOS 20.094: Expository Writing 20,fall,2011,EXPOS,14,2.2,3.6
EXPOS 20.097: Expository Writing 20,fall,2011,EXPOS,15,1.7,3.5
EXPOS 20.098: Expository Writing 20,fall,2011,EXPOS,14,1.8,3.8
EXPOS 20.101: Expository Writing 20,fall,2011,EXPOS,15,2.5,4.8
EXPOS 20.102: Expository Writing 20,fall,2011,EXPOS,15,2.4,4.7
EXPOS 20.105: Expository Writing 20,fall,2011,EXPOS,15,2.4,4.1
EXPOS 20.106: Expository Writing 20,fall,2011,EXPOS,15,2.9,4.3
EXPOS 20.115: Expository Writing 20,fall,2011,EXPOS,15,2.1,3.8
EXPOS 20.116: Expository Writing 20,fall,2011,EXPOS,15,2.3,4.0
EXPOS 20.119: Expository Writing 20,fall,2011,EXPOS,14,2.3,4.0
EXPOS 20.120: Expository Writing 20,fall,2011,EXPOS,16,2.3,4.6
EXPOS 20.125: Expository Writing 20,fall,2011,EXPOS,15,2.2,3.9
EXPOS 20.126: Expository Writing 20,fall,2011,EXPOS,15,2.7,4.3
EXPOS 20.131: Expository Writing 20,fall,2011,EXPOS,13,2.9,4.5
EXPOS 20.132: Expository Writing 20,fall,2011,EXPOS,13,2.0,3.8
EXPOS 20.135: Expository Writing 20,fall,2011,EXPOS,15,2.5,4.5
EXPOS 20.142: Expository Writing 20,fall,2011,EXPOS,15,2.7,4.1
EXPOS 20.146: Expository Writing 20,fall,2011,EXPOS,14,2.1,3.5
EXPOS 20.147: Expository Writing 20,fall,2011,EXPOS,16,2.0,3.5
EXPOS 20.150: Expository Writing 20,fall,2011,EXPOS,14,2.1,2.9
EXPOS 20.151: Expository Writing 20,fall,2011,EXPOS,15,2.2,3.2
EXPOS 20.154: Expository Writing 20,fall,2011,EXPOS,14,2.1,3.7
EXPOS 20.155: Expository Writing 20,fall,2011,EXPOS,15,2.1,4.5
EXPOS 20.158: Expository Writing 20,fall,2011,EXPOS,15,2.4,3.8
EXPOS 20.159: Expository Writing 20,fall,2011,EXPOS,15,2.2,3.8
EXPOS 40: Public Speaking Practicum,fall,2011,EXPOS,28,1.9,4.9
FOLKMYTH 145: The Heroic Epic in Northern Europe,fall,2011,FOLKMYTH,5,1.8,4.8
FOLKMYTH 170: Folk Art in the Modern World,fall,2011,FOLKMYTH,4,2.3,4.3
FOLKMYTH 90H: Hero and Trickster,fall,2011,FOLKMYTH,13,2.4,4.7
FOLKMYTH 98A: History and Theory of Folklore Methodology,fall,2011,FOLKMYTH,3,2.3,4.3
FRENCH 114: Rex Quondam Rexque Futurus: French Arthurian Texts from the 12th to the 16th Century,fall,2011,FRENCH,12,2.6,3.1
FRENCH 167: Parisian Cityscapes,fall,2011,FRENCH,19,1.8,3.9
"FRENCH 180: ""The Words to Say It"": Women Writing in French from Colette to Satrapi",fall,2011,FRENCH,19,2.3,4.1
FRENCH 225: How to Read Theater: History of Drama/Theories of Representation,fall,2011,FRENCH,10,3.1,4.9
FRENCH 30: Advanced Language Review,fall,2011,FRENCH,47,2.1,3.9
FRENCH 40: Upper-Level French I: Language and Culture,fall,2011,FRENCH,49,2.0,4.3
FRENCH 50: Upper-Level French II: Language and Culture,fall,2011,FRENCH,28,2.2,4.4
FRENCH 59: French and the Community,fall,2011,FRENCH,14,1.9,4.7
FRENCH 61A: Classicism and Modernity: An Introduction to Performance,fall,2011,FRENCH,15,1.9,4.9
FRENCH 61D: Argumentation: Language and Debate,fall,2011,FRENCH,18,2.1,4.1
FRENCH 70B: Introduction to French Literature II: 19th and 20th Centuries: Moving and Shaking,fall,2011,FRENCH,19,2.8,3.6
FRENCH 90F: Beyond France: Transnational Francophone Literature,fall,2011,FRENCH,10,2.6,4.6
FRENCH AA: Beginning French I,fall,2011,FRENCH,121,2.2,4.4
FRENCH AB: Beginning French II,fall,2011,FRENCH,27,2.0,4.6
FRENCH ACD: Intensive Beginning French: Special Course,fall,2011,FRENCH,9,2.4,4.7
FRENCH AX: Reading Modern French,fall,2011,FRENCH,9,2.8,3.6
FRENCH C: Intermediate French,fall,2011,FRENCH,67,2.3,4.3
"FRSEMR 21P: Materials, Energy, and Society",fall,2011,FRSEMR,17,1.2,4.1
FRSEMR 21S: Germs,fall,2011,FRSEMR,9,1.4,4.2
FRSEMR 21U: Calculating Pi,fall,2011,FRSEMR,13,1.2,3.5
FRSEMR 21Y: The Art and Politics of Molecular Biology,fall,2011,FRSEMR,10,1.1,4.4
FRSEMR 22G: Plants and Climate Change,fall,2011,FRSEMR,3,1.7,4.3
FRSEMR 22I: The Science of Sailing,fall,2011,FRSEMR,14,1.0,4.8
FRSEMR 22M: The Human Brain,fall,2011,FRSEMR,15,1.1,4.4
FRSEMR 22U: E. coli in Motion,fall,2011,FRSEMR,5,1.0,4.2
FRSEMR 23M: Nutrition and Public Health,fall,2011,FRSEMR,19,1.1,3.7
FRSEMR 23N: Evolutionary Arms Races-From Genes to Societies,fall,2011,FRSEMR,13,1.2,4.4
FRSEMR 24E: The Physics and Applied Physics Freshman Research Laboratory,fall,2011,FRSEMR,9,1.0,3.8
FRSEMR 24G: A Brief History of Surgery,fall,2011,FRSEMR,15,1.3,4.9
FRSEMR 24N: Child Health in America,fall,2011,FRSEMR,11,1.1,4.5
FRSEMR 24P: Getting to Know Charles Darwin,fall,2011,FRSEMR,6,1.5,4.7
FRSEMR 25G: The Impact of Infectious Diseases on History and Society,fall,2011,FRSEMR,15,1.1,4.1
FRSEMR 25I: On the Witness Stand: Scientific Evidence in the American Courts,fall,2011,FRSEMR,10,1.7,3.9
FRSEMR 25K: You Are What You Eat,fall,2011,FRSEMR,15,1.1,3.9
"FRSEMR 25N: Understanding Psychological Development, Disorder and Treatment: Learning through Literature and Re",fall,2011,FRSEMR,13,1.7,4.6
FRSEMR 25U: The Atomic Nucleus on the World Stage,fall,2011,FRSEMR,9,1.4,3.9
"FRSEMR 25W: Responsibility, the Brain, and Behavior",fall,2011,FRSEMR,14,1.8,4.4
FRSEMR 26U: What is Mental Illness?,fall,2011,FRSEMR,11,1.0,4.5
FRSEMR 26V: Blood: From Gory to Glory,fall,2011,FRSEMR,10,1.2,5.0
FRSEMR 26X: The Burden of Cardiovascular Disease in the Developing World: A Silent Epidemic,fall,2011,FRSEMR,5,1.2,4.0
"FRSEMR 26Y: Science, History, and Theatre",fall,2011,FRSEMR,15,2.7,3.9
FRSEMR 26Z: What is Life?,fall,2011,FRSEMR,9,1.1,4.7
FRSEMR 27E: Big Ideas,fall,2011,FRSEMR,33,1.4,4.7
FRSEMR 30L: George Balanchine: Russian-American Master,fall,2011,FRSEMR,5,1.4,4.4
FRSEMR 30N: Uncle Tom's Cabin and Moby Dick,fall,2011,FRSEMR,6,2.3,4.3
"FRSEMR 31G: The Pleasures of Japanese Poetry: Reading, Writing, and Translation",fall,2011,FRSEMR,6,1.8,4.2
FRSEMR 31J: Skepticism and Knowledge,fall,2011,FRSEMR,7,1.6,3.3
FRSEMR 31N: Beauty and Christianity,fall,2011,FRSEMR,12,1.5,3.7
FRSEMR 31V: The Beasts of Antiquity and Their Natural History,fall,2011,FRSEMR,12,1.5,5.0
FRSEMR 32N: What Does It Mean?: An Introduction to Humanist Inquiry,fall,2011,FRSEMR,11,1.4,5.0
FRSEMR 33O: Animation--Getting Your Hands On Time,fall,2011,FRSEMR,11,2.2,4.8
FRSEMR 33Q: Global Pop Music,fall,2011,FRSEMR,12,1.8,3.6
"FRSEMR 33V: Buddhist Visualization in a Chinese Cave: Body, Time, and Cosmos",fall,2011,FRSEMR,6,1.0,3.0
FRSEMR 33X: Complexity in Works of Art: Ulysses and Hamlet,fall,2011,FRSEMR,13,2.4,4.9
FRSEMR 34G: Renaissance Art and Science at the Harvard Art Museums: An Exhibition and Its Making,fall,2011,FRSEMR,10,1.2,4.4
FRSEMR 34I: Girl Talk: Reflections on Gender and Youth in America,fall,2011,FRSEMR,13,1.5,4.8
FRSEMR 34X: Language and Prehistory,fall,2011,FRSEMR,14,1.7,3.9
FRSEMR 35E: What is Beauty?,fall,2011,FRSEMR,10,1.1,3.7
FRSEMR 35N: The Art and Craft of Acting,fall,2011,FRSEMR,14,1.4,4.9
FRSEMR 35P: Stories of Addiction,fall,2011,FRSEMR,7,1.3,4.1
FRSEMR 36G: The Creative Work of Translating,fall,2011,FRSEMR,12,1.9,4.3
FRSEMR 36N: Dickens in America,fall,2011,FRSEMR,5,1.8,5.0
FRSEMR 36S: Comparative Historical Mythology,fall,2011,FRSEMR,2,1.0,5.0
"FRSEMR 36T: Gods, Myths, and Rituals: Polytheism in Ancient Greece",fall,2011,FRSEMR,5,1.2,3.4
FRSEMR 37G: Improvisational Theory and Practice,fall,2011,FRSEMR,8,1.2,4.8
FRSEMR 37M: American Dissent,fall,2011,FRSEMR,12,1.9,3.7
FRSEMR 37Q: Great Jewish Books,fall,2011,FRSEMR,3,2.0,5.0
FRSEMR 37X: The Poetry of Emily Dickinson,fall,2011,FRSEMR,7,1.4,4.0
FRSEMR 38K: Cinema in Theory and Practice,fall,2011,FRSEMR,12,1.1,3.4
"FRSEMR 38L: Introduction to Literary Theory and Cultural Studies, or How To Read Like a College Professor",fall,2011,FRSEMR,11,1.8,4.5
FRSEMR 38W: Narratives of Conflict and Revolution in 20th Century Ireland,fall,2011,FRSEMR,5,1.5,4.0
FRSEMR 41P: American Presidential Campaigns and Elections 1960-2012,fall,2011,FRSEMR,15,1.1,4.5
FRSEMR 42Q: Cosmopolitanism and Globalization: A Latin American Perspective,fall,2011,FRSEMR,5,1.0,4.6
FRSEMR 42U: The Laws of War and the War on Terrorism,fall,2011,FRSEMR,14,1.3,4.8
FRSEMR 42V: Human Rights Between Rhetoric and Reality,fall,2011,FRSEMR,12,1.9,4.2
FRSEMR 43E: Mind-Body Problems,fall,2011,FRSEMR,13,1.2,4.6
FRSEMR 43K: American Bodies,fall,2011,FRSEMR,7,2.0,4.5
FRSEMR 43L: Happiness in Philosophy and Psychoanalysis,fall,2011,FRSEMR,10,1.3,3.8
FRSEMR 43M: Psychology of Religion,fall,2011,FRSEMR,15,1.7,4.1
"FRSEMR 43S: Gender, Race, and Ethics in the 21st Century",fall,2011,FRSEMR,14,1.4,4.3
FRSEMR 43Y: Where Does Your Morality Come From?,fall,2011,FRSEMR,16,1.4,4.8
FRSEMR 43Z: Cyberspace in Court: Law of the Internet,fall,2011,FRSEMR,15,1.1,4.2
FRSEMR 44G: Public Policy Approaches to Global Climate Change,fall,2011,FRSEMR,8,1.0,3.3
FRSEMR 44S: Neanderthals and Human Evolutionary Theory,fall,2011,FRSEMR,9,1.2,4.0
FRSEMR 44T: The Atomic Bomb in History and Culture,fall,2011,FRSEMR,7,1.9,4.6
FRSEMR 45M: The Concept of Race in Science and Medicine in the United States,fall,2011,FRSEMR,13,1.2,4.3
"FRSEMR 45N: The Normans in European History: Vikings, Normans, Norman Conquests, and Achievements, 850-1204",fall,2011,FRSEMR,6,1.7,4.2
FRSEMR 46E: The Germans and Their History,fall,2011,FRSEMR,7,1.0,3.6
"FRSEMR 46P: Human Rights Violations in the 21st Century; Issues of Law, Gender, and Displacement",fall,2011,FRSEMR,16,1.9,3.9
FRSEMR 46T: Rebels With a Cause: Tiananmen in History and Memory,fall,2011,FRSEMR,15,1.2,4.3
"FRSEMR 46X: American Apartheids? The Social Dynamics of Ghettoes, Enclaves and Ethnoburbs",fall,2011,FRSEMR,9,2.1,4.2
"FRSEMR 46Y: Bodies for Sale: Global Traffic in Human Beings, from Forced Labor to Stolen Cells",fall,2011,FRSEMR,12,1.7,3.7
FRSEMR 47G: Science Fiction: How We Imagine the Posthuman,fall,2011,FRSEMR,10,1.5,3.1
FRSEMR 47J: Mapping the British Empire,fall,2011,FRSEMR,7,1.3,4.4
FRSEMR 47M: Nationalism and the Modern World,fall,2011,FRSEMR,14,1.7,4.3
"FRSEMR 47W: Fantastic Cities: Urban Landscapes as Filtered through Memory, Imagination, and Dreams",fall,2011,FRSEMR,12,1.6,3.3
FRSEMR 48G: Fascism From Mussolini to Today,fall,2011,FRSEMR,6,1.0,4.0
FRSEMR 48K: Political Legitimacy and Resistance: What Happened in Montaigne's Library on the Night of October 2,fall,2011,FRSEMR,10,1.3,4.1
FRSEMR 48W: Post Traumatic Stress Disorder: A Historical Encounter,fall,2011,FRSEMR,4,1.2,4.2
FRSEMR 49N: Measurements of the Mind: The Creation and Critique of the Psychological Test,fall,2011,FRSEMR,12,1.1,3.8
"FRSEMR 49P: What If? Alice in Wonderland, Peter Pan, and the Literary Culture of Childhood",fall,2011,FRSEMR,14,1.5,4.8
FRSEMR 49Y: Amateur Athletics,fall,2011,FRSEMR,13,1.5,4.0
GENETIC 201: Principles of Genetics,fall,2011,GENETIC,75,3.1,4.1
GENETIC 303QC: Understanding Common Complex Human Traits and Disease through Genome-Wide Association Studies,fall,2011,GENETIC,2,1.0,5.0
GERMAN 115: German Comedy,fall,2011,GERMAN,4,2.2,4.5
GERMAN 159: Robert Musil: Writing Modernity,fall,2011,GERMAN,5,2.8,4.8
GERMAN 166: Storytelling Cultures: The Brothers Grimm and Hans Christian Andersen,fall,2011,GERMAN,20,1.6,4.1
GERMAN 242: Rainer Maria Rilke: Seminar,fall,2011,GERMAN,8,2.4,4.7
GERMAN 269: German Film: Analysis/History/Theory,fall,2011,GERMAN,9,3.1,4.9
GERMAN 284: Literature & Science: Interdisciplinary Perspectives,fall,2011,GERMAN,6,3.0,5.0
GERMAN 61: Advanced Grammar and Reading,fall,2011,GERMAN,17,2.5,4.0
GERMAN 65: Wirtschaftsdeutsch,fall,2011,GERMAN,6,1.6,4.4
GERMAN A: Beginning German,fall,2011,GERMAN,33,2.8,4.3
GERMAN AX: German for Reading Knowledge,fall,2011,GERMAN,6,2.4,4.8
GERMAN BAB: Beginning German (Intensive),fall,2011,GERMAN,20,3.1,4.8
"GERMAN CA: Intermediate German: Speaking, Listening Comprehension, Reading, and Writing",fall,2011,GERMAN,30,2.6,4.2
"GERMAN DAB: Intermediate German (Intensive): Speaking, Listening Comprehension, Reading, and Writing",fall,2011,GERMAN,9,3.3,4.8
GHHP 60: Negotiation and Conflict Management: From the Interpersonal to the International,fall,2011,GHHP,49,1.6,4.4
GOV 1000: Quantitative Methods for Political Science I,fall,2011,GOV,4,3.0,3.7
GOV 1008: Introduction to Geographical Information Systems,fall,2011,GOV,11,2.9,4.4
GOV 1010: Survey Research Methods,fall,2011,GOV,8,2.3,4.0
GOV 1060: Ancient and Medieval Political Philosophy,fall,2011,GOV,16,2.9,4.0
GOV 1072: Moral Issues in Contemporary Politics,fall,2011,GOV,69,1.9,4.3
GOV 1100: Political Economy of Development,fall,2011,GOV,55,2.0,3.7
GOV 1207: Comparative Politics of the Middle East,fall,2011,GOV,20,1.8,3.7
GOV 1243: Russian Politics in Transition,fall,2011,GOV,19,2.1,4.1
GOV 1255: The Politics of India,fall,2011,GOV,57,1.9,4.3
GOV 1280: Government and Politics of China,fall,2011,GOV,72,1.9,4.0
GOV 1291: The Politics of Social Policy in Brazil,fall,2011,GOV,23,2.0,4.0
GOV 1368: The Politics of American Education,fall,2011,GOV,26,1.8,3.4
GOV 1510: American Constitutional Law,fall,2011,GOV,189,2.4,4.4
GOV 1730: War and Politics,fall,2011,GOV,37,2.9,4.7
GOV 1760: International Relations of East Asia,fall,2011,GOV,40,2.4,4.4
"GOV 1796: Central Challenges of American National Security, Strategy, and the Press",fall,2011,GOV,16,2.9,4.6
GOV 2000: Introduction to Quantitative Methods I,fall,2011,GOV,25,3.6,4.0
GOV 2000E: Introduction to Quantitative Methods I,fall,2011,GOV,2,3.0,4.0
GOV 2002: Topics in Quantitative Methods,fall,2011,GOV,14,2.7,3.8
GOV 2005: Formal Political Theory I,fall,2011,GOV,6,2.8,3.8
GOV 2010: Strategies for Political Inquiry,fall,2011,GOV,10,2.6,4.3
"GOV 2034: Ethics Economics, and Law",fall,2011,GOV,6,2.3,4.5
GOV 2080: Topics in Political Philosophy,fall,2011,GOV,8,2.2,4.6
GOV 2088: Ethical Foundations of Political Thought,fall,2011,GOV,12,2.8,4.7
GOV 20: Foundations of Comparative Politics,fall,2011,GOV,348,2.5,4.4
GOV 2131: Comparative Politics of Latin America,fall,2011,GOV,7,3.2,4.6
"GOV 2148: Civil Society, West and East",fall,2011,GOV,6,3.2,4.8
GOV 2176: Varieties of Capitalism and Social Inequality,fall,2011,GOV,6,3.8,4.8
GOV 2284: Chinese Authors on Chinese Politics,fall,2011,GOV,13,2.6,4.8
GOV 2305: American Government and Politics: Field Seminar,fall,2011,GOV,15,3.0,4.3
GOV 2340A: Proseminar on Inequality and Social Policy I,fall,2011,GOV,14,3.1,4.3
GOV 2473: Parties and Interest Groups in the U.S.,fall,2011,GOV,12,2.5,4.1
GOV 2755: International Political Economy,fall,2011,GOV,18,2.6,3.6
GOV 2791: Comparative Foreign and Security Policy,fall,2011,GOV,9,2.7,4.6
GOV 3001: Approaches to the Study of Politics,fall,2011,GOV,24,1.3,2.9
GOV 3005: Research Workshop in International Relations,fall,2011,GOV,15,1.0,3.8
GOV 50: Introduction to Political Science Research Methods,fall,2011,GOV,39,1.5,3.1
GOV 90A: Contemporary British Politics: Seminar,fall,2011,GOV,12,2.9,4.5
GOV 90OF: Law and Politics in Multicultural Democracies,fall,2011,GOV,12,2.4,4.1
"GOV 90PS: The Police State: Power, Politics, and Authority",fall,2011,GOV,18,1.7,4.5
GOV 90SB: Public Law and American Democracy,fall,2011,GOV,10,2.1,4.5
GOV 90TI: Adorno,fall,2011,GOV,5,2.2,3.0
GOV 90VM: Democratic Theory and Electoral Law,fall,2011,GOV,7,2.1,4.1
GOV 98AU: Political Economy,fall,2011,GOV,9,2.5,4.8
GOV 98DN: Mapping Social and Environmental Space,fall,2011,GOV,10,2.9,4.1
GOV 98DZ: Is Democracy Possible Everywhere?,fall,2011,GOV,5,2.4,5.0
GOV 98EJ: Comparing India and China: An Examination of State-Society Relations,fall,2011,GOV,13,3.0,4.5
GOV 98EK: Globalization and Private Governance,fall,2011,GOV,11,2.1,5.0
"GOV 98FG: Presidents, Governors, and Mayors: Chief Executive Power in Comparative Perspective",fall,2011,GOV,7,4.4,4.7
"GOV 98GL: Inhuman Wrongs: Crimes Against Humanity in Theory, Politics, and Law",fall,2011,GOV,5,3.0,4.8
GOV 98MG: The Politics of Migration,fall,2011,GOV,9,2.6,4.9
GOV 98OA: Inequality and American Democracy,fall,2011,GOV,13,2.7,4.6
GOV 98SL: Cycles of War and Peace,fall,2011,GOV,9,2.8,4.8
GOV 98VG: Topics in Recent Political Theory,fall,2011,GOV,7,2.6,3.4
GREEK 124: The Greek Novel,fall,2011,GREEK,4,2.2,4.8
GREEK 134: The Language of Homer,fall,2011,GREEK,9,1.5,4.2
GREEK AA: Beginning Greek,fall,2011,GREEK,13,3.5,4.3
GREEK AC: Review and Reading,fall,2011,GREEK,2,3.5,5.0
GREEK BA: Introduction to Attic Prose,fall,2011,GREEK,4,3.0,3.2
HAA 10: The Western Tradition: Art Since the Renaissance,fall,2011,HAA,75,1.7,3.7
HAA 124E: Architecture of the Early Modern Islamic Empires: Proseminar,fall,2011,HAA,9,2.9,4.0
"HAA 141K: Rome, Constantinople, Ravenna in the Light of Imperial Rule: Proseminar",fall,2011,HAA,5,1.8,5.0
